Id,MeasurementTime,SensorName,SensorDescription,SensorDetails,Type,Units,CurrentValue,Lat,Long
13367229,2020-06-01T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5894,-31.64478,152.82822
13367230,2020-06-01T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.365058328,-31.64478,152.82822
13367231,2020-06-01T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.41973,-31.64478,152.82822
13367232,2020-06-01T00:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5347,-31.64478,152.82822
13367233,2020-06-01T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.358,-31.64478,152.82822
13367234,2020-06-01T00:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.381373784,-31.64478,152.82822
13367235,2020-06-01T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.227848229417,-31.64478,152.82822
13367236,2020-06-01T00:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.446635608,-31.64478,152.82822
13367518,2020-06-01T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.718,-31.64478,152.82822
13367519,2020-06-01T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.288579628,-31.64478,152.82822
13367520,2020-06-01T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.44986,-31.64478,152.82822
13367521,2020-06-01T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.377148942315,-31.64478,152.82822
13367522,2020-06-01T01:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.274768439998,-31.64478,152.82822
13367523,2020-06-01T01:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5659,-31.64478,152.82822
13367524,2020-06-01T01:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.264319399526,-31.64478,152.82822
13367525,2020-06-01T01:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.296737356,-31.64478,152.82822
13367526,2020-06-01T01:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5381,-31.64478,152.82822
13367527,2020-06-01T01:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.435121022626,-31.64478,152.82822
13367528,2020-06-01T01:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.312033096,-31.64478,152.82822
13367529,2020-06-01T01:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.7278,-31.64478,152.82822
13367530,2020-06-01T01:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.329368268,-31.64478,152.82822
13367531,2020-06-01T01:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.427183770729,-31.64478,152.82822
13367532,2020-06-01T01:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.7491,-31.64478,152.82822
13367533,2020-06-01T01:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.34160486,-31.64478,152.82822
13367534,2020-06-01T01:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.335654195056,-31.64478,152.82822
13367535,2020-06-01T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.283,-31.64478,152.82822
13367536,2020-06-01T01:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6822,-31.64478,152.82822
13367537,2020-06-01T01:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.349762588,-31.64478,152.82822
13368086,2020-06-01T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.8332,-31.64478,152.82822
13368087,2020-06-01T03:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6685,-31.64478,152.82822
13368088,2020-06-01T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.9686,-31.64478,152.82822
13368089,2020-06-01T03:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6136,-31.64478,152.82822
13368090,2020-06-01T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.31815139200000003,-31.64478,152.82822
13368091,2020-06-01T03:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5046,-31.64478,152.82822
13368092,2020-06-01T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.48295,-31.64478,152.82822
13368093,2020-06-01T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.298776788,-31.64478,152.82822
13368094,2020-06-01T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6705,-31.64478,152.82822
13368095,2020-06-01T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.426480469928,-31.64478,152.82822
13368096,2020-06-01T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.247790988,-31.64478,152.82822
13368097,2020-06-01T02:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5391,-31.64478,152.82822
13368098,2020-06-01T02:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.253909284,-31.64478,152.82822
13368099,2020-06-01T03:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.346404650157,-31.64478,152.82822
13368100,2020-06-01T02:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6054,-31.64478,152.82822
13368101,2020-06-01T02:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.263086728,-31.64478,152.82822
13368102,2020-06-01T02:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.270347692106,-31.64478,152.82822
13368103,2020-06-01T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.411510210021,-31.64478,152.82822
13368104,2020-06-01T02:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.314153284854,-31.64478,152.82822
13368105,2020-06-01T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.312,-31.64478,152.82822
13368106,2020-06-01T02:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.354643316683,-31.64478,152.82822
13368107,2020-06-01T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.451799298764,-31.64478,152.82822
13368384,2020-06-01T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3223,-31.64478,152.82822
13368385,2020-06-01T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.471108792,-31.64478,152.82822
13368386,2020-06-01T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.53767,-31.64478,152.82822
13368387,2020-06-01T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.462,-31.64478,152.82822
13368388,2020-06-01T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.621495734891,-31.64478,152.82822
13368389,2020-06-01T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2148,-31.64478,152.82822
13368390,2020-06-01T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.221,-31.64478,152.82822
13368391,2020-06-01T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1428,-31.64478,152.82822
13368392,2020-06-01T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.562117052978,-31.64478,152.82822
13368393,2020-06-01T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.444596176,-31.64478,152.82822
13368394,2020-06-01T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0703,-31.64478,152.82822
13368395,2020-06-01T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.575781182826,-31.64478,152.82822
13368396,2020-06-01T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.420122992,-31.64478,152.82822
13368397,2020-06-01T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0017,-31.64478,152.82822
13368398,2020-06-01T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.491284615163,-31.64478,152.82822
13368399,2020-06-01T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.394630092,-31.64478,152.82822
13368400,2020-06-01T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.478022371487,-31.64478,152.82822
13368401,2020-06-01T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.36199918,-31.64478,152.82822
13368402,2020-06-01T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.339565428,-31.64478,152.82822
13368403,2020-06-01T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.473400680509,-31.64478,152.82822
13368676,2020-06-01T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2549,-31.64478,152.82822
13368677,2020-06-01T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.666894264,-31.64478,152.82822
13368678,2020-06-01T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.4775,-31.64478,152.82822
13368679,2020-06-01T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.654,-31.64478,152.82822
13368680,2020-06-01T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.176607742487,-31.64478,152.82822
13368681,2020-06-01T05:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.26,-31.64478,152.82822
13368682,2020-06-01T05:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2703,-31.64478,152.82822
13368683,2020-06-01T05:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2807,-31.64478,152.82822
13368684,2020-06-01T05:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.63222392,-31.64478,152.82822
13368685,2020-06-01T05:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.178215287175,-31.64478,152.82822
13368686,2020-06-01T05:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.60163244,-31.64478,152.82822
13368687,2020-06-01T05:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3562,-31.64478,152.82822
13368688,2020-06-01T05:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.567981812,-31.64478,152.82822
13368689,2020-06-01T05:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.171483693794,-31.64478,152.82822
13368690,2020-06-01T05:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3984,-31.64478,152.82822
13368691,2020-06-01T05:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.538410048,-31.64478,152.82822
13368692,2020-06-01T05:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.170177563735,-31.64478,152.82822
13368693,2020-06-01T05:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.50475942,-31.64478,152.82822
13368695,2020-06-01T05:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.284614651212,-31.64478,152.82822
13368697,2020-06-01T05:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.420653120434,-31.64478,152.82822
13368985,2020-06-01T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3242,-31.64478,152.82822
13368986,2020-06-01T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.84636428,-31.64478,152.82822
13368987,2020-06-01T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.50208,-31.64478,152.82822
13368988,2020-06-01T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.83,-31.64478,152.82822
13368989,2020-06-01T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.324903739955,-31.64478,152.82822
13368990,2020-06-01T06:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.273864196111,-31.64478,152.82822
13368991,2020-06-01T06:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.251659985108,-31.64478,152.82822
13368992,2020-06-01T06:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.2058449615,-31.64478,152.82822
13368993,2020-06-01T06:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.821891096,-31.64478,152.82822
13368994,2020-06-01T06:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.233876521997,-31.64478,152.82822
13368995,2020-06-01T06:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.278,-31.64478,152.82822
13368996,2020-06-01T06:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.792319332,-31.64478,152.82822
13368997,2020-06-01T06:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.252,-31.64478,152.82822
13368998,2020-06-01T06:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.257989692317,-31.64478,152.82822
13368999,2020-06-01T06:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.762747568,-31.64478,152.82822
13369000,2020-06-01T06:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.203,-31.64478,152.82822
13369001,2020-06-01T06:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.733175804,-31.64478,152.82822
13369002,2020-06-01T06:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2356,-31.64478,152.82822
13369004,2020-06-01T06:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.700544892,-31.64478,152.82822
13369006,2020-06-01T06:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2779,-31.64478,152.82822
13369256,2020-06-01T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.5494,-31.64478,152.82822
13369257,2020-06-01T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.9350795720000001,-31.64478,152.82822
13369258,2020-06-01T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.59592,-31.64478,152.82822
13369259,2020-06-01T07:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.934059856,-31.64478,152.82822
13369260,2020-06-01T07:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.4942,-31.64478,152.82822
13369261,2020-06-01T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.917,-31.64478,152.82822
13369262,2020-06-01T07:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.928961276,-31.64478,152.82822
13369263,2020-06-01T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.919896217601,-31.64478,152.82822
13369558,2020-06-01T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.5941,-31.64478,152.82822
13369559,2020-06-01T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.864719168,-31.64478,152.82822
13369560,2020-06-01T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.61324,-31.64478,152.82822
13369561,2020-06-01T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.026797939353,-31.64478,152.82822
13369562,2020-06-01T08:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.119231758913,-31.64478,152.82822
13369563,2020-06-01T08:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6407,-31.64478,152.82822
13369564,2020-06-01T08:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.110792149301,-31.64478,152.82822
13369565,2020-06-01T08:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.88205434,-31.64478,152.82822
13369566,2020-06-01T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.848,-31.64478,152.82822
13369567,2020-06-01T08:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.627,-31.64478,152.82822
13369568,2020-06-01T08:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.209656147613,-31.64478,152.82822
13369569,2020-06-01T08:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.89735008,-31.64478,152.82822
13369570,2020-06-01T08:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6941,-31.64478,152.82822
13369571,2020-06-01T08:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.908566956,-31.64478,152.82822
13369572,2020-06-01T08:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.08396624732,-31.64478,152.82822
13369573,2020-06-01T08:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6417,-31.64478,152.82822
13369574,2020-06-01T08:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.92284298,-31.64478,152.82822
13369575,2020-06-01T08:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.048399321098,-31.64478,152.82822
13369576,2020-06-01T08:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6084,-31.64478,152.82822
13369577,2020-06-01T08:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.929980992,-31.64478,152.82822
13369885,2020-06-01T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6194,-31.64478,152.82822
13369886,2020-06-01T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.74949126,-31.64478,152.82822
13369887,2020-06-01T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.62629,-31.64478,152.82822
13369888,2020-06-01T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.735,-31.64478,152.82822
13369889,2020-06-01T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.114007238677,-31.64478,152.82822
13370494,2020-06-01T11:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0827,-31.64478,152.82822
13370495,2020-06-01T11:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.52515374,-31.64478,152.82822
13370496,2020-06-01T11:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.5243,-31.64478,152.82822
13370497,2020-06-01T11:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.515,-31.64478,152.82822
13370498,2020-06-01T11:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.704284286323,-31.64478,152.82822
13370499,2020-06-01T11:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.542488912,-31.64478,152.82822
13370500,2020-06-01T11:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.9928,-31.64478,152.82822
13370501,2020-06-01T11:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.649326352302,-31.64478,152.82822
13370502,2020-06-01T11:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.558804368,-31.64478,152.82822
13370503,2020-06-01T11:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1873,-31.64478,152.82822
13370504,2020-06-01T11:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.768284659214,-31.64478,152.82822
13370505,2020-06-01T11:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.578178972,-31.64478,152.82822
13370506,2020-06-01T11:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.122748262918,-31.64478,152.82822
13370507,2020-06-01T11:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6067,-31.64478,152.82822
13370508,2020-06-01T11:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.594494428,-31.64478,152.82822
13370509,2020-06-01T11:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.131690230245,-31.64478,152.82822
13370510,2020-06-01T11:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6137,-31.64478,152.82822
13370511,2020-06-01T11:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.612849316,-31.64478,152.82822
13370512,2020-06-01T11:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.132293059503,-31.64478,152.82822
13370513,2020-06-01T11:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6165,-31.64478,152.82822
13370515,2020-06-01T10:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.631204204,-31.64478,152.82822
13370516,2020-06-01T10:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.13118787253,-31.64478,152.82822
13370517,2020-06-01T10:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6174,-31.64478,152.82822
13370519,2020-06-01T10:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.648539376,-31.64478,152.82822
13370520,2020-06-01T10:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.062364865575,-31.64478,152.82822
13370521,2020-06-01T10:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.579,-31.64478,152.82822
13370523,2020-06-01T10:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.666894264,-31.64478,152.82822
13370524,2020-06-01T10:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.051614410474,-31.64478,152.82822
13370525,2020-06-01T10:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.5609,-31.64478,152.82822
13370526,2020-06-01T10:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.684229436,-31.64478,152.82822
13370527,2020-06-01T10:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6006,-31.64478,152.82822
13370528,2020-06-01T10:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.113203466333,-31.64478,152.82822
13370529,2020-06-01T10:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.706663188,-31.64478,152.82822
13370530,2020-06-01T10:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6408,-31.64478,152.82822
13370531,2020-06-01T10:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,34.169869416585,-31.64478,152.82822
13370781,2020-06-01T12:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0511,-31.64478,152.82822
13370782,2020-06-01T12:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.43847788000000004,-31.64478,152.82822
13370783,2020-06-01T12:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.54472,-31.64478,152.82822
13370784,2020-06-01T12:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.43,-31.64478,152.82822
13370785,2020-06-01T12:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,33.900505209802,-31.64478,152.82822
