Id,MeasurementTime,SensorName,SensorDescription,SensorDetails,Type,Units,CurrentValue,Lat,Long
13463341,2020-06-14T21:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.1326,-31.64478,152.82822
13463342,2020-06-14T21:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.074,-31.64478,152.82822
13463343,2020-06-14T21:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5047,-31.64478,152.82822
13463344,2020-06-14T21:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.986830462802,-31.64478,152.82822
13463345,2020-06-14T21:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.1541,-31.64478,152.82822
13463346,2020-06-14T21:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.665874548,-31.64478,152.82822
13463347,2020-06-14T21:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.092727469124,-31.64478,152.82822
13463348,2020-06-14T21:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5099,-31.64478,152.82822
13463349,2020-06-14T21:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.67811114,-31.64478,152.82822
13463350,2020-06-14T21:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.594783769495,-31.64478,152.82822
13463351,2020-06-14T21:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.4349,-31.64478,152.82822
13463352,2020-06-14T21:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.689328016,-31.64478,152.82822
13463353,2020-06-14T21:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.153914638811,-31.64478,152.82822
13463354,2020-06-14T21:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.11068,-31.64478,152.82822
13463355,2020-06-14T21:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.702584324,-31.64478,152.82822
13463356,2020-06-14T21:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.620504484503,-31.64478,152.82822
13463357,2020-06-14T21:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.459448601074,-31.64478,152.82822
13463358,2020-06-14T21:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.72195892800000006,-31.64478,152.82822
13463359,2020-06-14T21:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.737254668,-31.64478,152.82822
13463360,2020-06-14T21:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.653,-31.64478,152.82822
13463611,2020-06-14T22:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.2358,-31.64478,152.82822
13463612,2020-06-14T22:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.4063,-31.64478,152.82822
13463613,2020-06-14T22:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6585,-31.64478,152.82822
13463614,2020-06-14T22:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.7095,-31.64478,152.82822
13463615,2020-06-14T22:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.1804,-31.64478,152.82822
13463616,2020-06-14T22:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6369,-31.64478,152.82822
13463617,2020-06-14T22:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.110711875321,-31.64478,152.82822
13463618,2020-06-14T22:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.577159256,-31.64478,152.82822
13463619,2020-06-14T22:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.43654108927,-31.64478,152.82822
13463620,2020-06-14T22:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.590415564,-31.64478,152.82822
13463621,2020-06-14T22:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.13474,-31.64478,152.82822
13463622,2020-06-14T22:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.617892224385,-31.64478,152.82822
13463623,2020-06-14T22:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.604691588,-31.64478,152.82822
13463624,2020-06-14T22:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.859231603192,-31.64478,152.82822
13463625,2020-06-14T22:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.624066192,-31.64478,152.82822
13463626,2020-06-14T22:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.191691938979,-31.64478,152.82822
13463627,2020-06-14T22:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.587750761485,-31.64478,152.82822
13463628,2020-06-14T22:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.636302784,-31.64478,152.82822
13463629,2020-06-14T22:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.648539376,-31.64478,152.82822
13463630,2020-06-14T22:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.566,-31.64478,152.82822
13463874,2020-06-14T23:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.827,-31.64478,152.82822
13463876,2020-06-14T23:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.4944,-31.64478,152.82822
13463877,2020-06-14T23:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6281,-31.64478,152.82822
13463878,2020-06-14T23:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.0785,-31.64478,152.82822
13463879,2020-06-14T23:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.3391,-31.64478,152.82822
13463880,2020-06-14T23:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.6626,-31.64478,152.82822
13463883,2020-06-14T23:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.716059654417,-31.64478,152.82822
13463884,2020-06-14T23:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.497621408,-31.64478,152.82822
13463885,2020-06-14T23:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.355962911784,-31.64478,152.82822
13463886,2020-06-14T23:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.506798852,-31.64478,152.82822
13463887,2020-06-14T23:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.52005516,-31.64478,152.82822
13463888,2020-06-14T23:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.466481609084,-31.64478,152.82822
13463889,2020-06-14T23:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.536370616,-31.64478,152.82822
13463890,2020-06-14T23:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.776543523303,-31.64478,152.82822
13463891,2020-06-14T23:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.548607208,-31.64478,152.82822
13463892,2020-06-14T23:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.466180194455,-31.64478,152.82822
13463893,2020-06-14T23:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.562883232,-31.64478,152.82822
13463894,2020-06-14T23:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.474418860981,-31.64478,152.82822
13463895,2020-06-14T23:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.05118,-31.64478,152.82822
13463896,2020-06-14T23:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.488,-31.64478,152.82822
13464161,2020-06-15T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.8669,-31.64478,152.82822
13464162,2020-06-15T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.424201856,-31.64478,152.82822
13464163,2020-06-15T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.776844937932,-31.64478,152.82822
13464164,2020-06-15T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.06193,-31.64478,152.82822
13464165,2020-06-15T00:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.740373767823,-31.64478,152.82822
13464166,2020-06-15T00:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.3435,-31.64478,152.82822
13464167,2020-06-15T00:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.4688,-31.64478,152.82822
13464168,2020-06-15T00:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.434638862474,-31.64478,152.82822
13464169,2020-06-15T00:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.511097706697,-31.64478,152.82822
13464170,2020-06-15T00:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.4333793,-31.64478,152.82822
13464171,2020-06-15T00:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.416,-31.64478,152.82822
13464454,2020-06-15T01:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.40278782,-31.64478,152.82822
13464455,2020-06-15T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.2562,-31.64478,152.82822
13464456,2020-06-15T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.831200042695,-31.64478,152.82822
13464457,2020-06-15T01:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.9317,-31.64478,152.82822
13464458,2020-06-15T01:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.291158766549,-31.64478,152.82822
13464459,2020-06-15T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.375255488,-31.64478,152.82822
13464460,2020-06-15T01:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.8566,-31.64478,152.82822
13464461,2020-06-15T01:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,17.7786,-31.64478,152.82822
13464462,2020-06-15T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.10321,-31.64478,152.82822
13464463,2020-06-15T01:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.368,-31.64478,152.82822
13464710,2020-06-15T02:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.5618,-31.64478,152.82822
13464711,2020-06-15T02:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.406866684,-31.64478,152.82822
13464712,2020-06-15T02:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.394630092,-31.64478,152.82822
13464713,2020-06-15T02:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.14492,-31.64478,152.82822
13464714,2020-06-15T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.38749208,-31.64478,152.82822
13464715,2020-06-15T02:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.950158349607,-31.64478,152.82822
13464716,2020-06-15T02:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.37729492,-31.64478,152.82822
13464717,2020-06-15T02:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1434,-31.64478,152.82822
13464718,2020-06-15T02:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.164866036998,-31.64478,152.82822
13464719,2020-06-15T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.697371947419,-31.64478,152.82822
13464720,2020-06-15T02:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,18.3244,-31.64478,152.82822
13464721,2020-06-15T02:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.040180852135,-31.64478,152.82822
13464722,2020-06-15T02:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1154,-31.64478,152.82822
13464723,2020-06-15T02:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.996576202473,-31.64478,152.82822
13464724,2020-06-15T02:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.30090450622,-31.64478,152.82822
13464725,2020-06-15T02:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.399,-31.64478,152.82822
13465037,2020-06-15T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.162354248423,-31.64478,152.82822
13465038,2020-06-15T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.501700272,-31.64478,152.82822
13465039,2020-06-15T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1138,-31.64478,152.82822
13465040,2020-06-15T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.481305952,-31.64478,152.82822
13465041,2020-06-15T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.298794603817,-31.64478,152.82822
13465042,2020-06-15T03:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.4297,-31.64478,152.82822
13465043,2020-06-15T03:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.462951064,-31.64478,152.82822
13465044,2020-06-15T03:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.227359336744,-31.64478,152.82822
13465045,2020-06-15T03:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6386,-31.64478,152.82822
13465046,2020-06-15T03:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.445615892,-31.64478,152.82822
13465047,2020-06-15T03:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.512698518864,-31.64478,152.82822
13465048,2020-06-15T03:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.7749,-31.64478,152.82822
13465049,2020-06-15T03:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.6083474278,-31.64478,152.82822
13465050,2020-06-15T03:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.431339868,-31.64478,152.82822
13465051,2020-06-15T03:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.416044128,-31.64478,152.82822
13465052,2020-06-15T03:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,20.129,-31.64478,152.82822
13465053,2020-06-15T03:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.286537075571,-31.64478,152.82822
13465054,2020-06-15T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.22053,-31.64478,152.82822
13465055,2020-06-15T03:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.4921,-31.64478,152.82822
13465056,2020-06-15T03:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.492,-31.64478,152.82822
13465305,2020-06-15T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3794,-31.64478,152.82822
13465306,2020-06-15T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.634263352,-31.64478,152.82822
13465307,2020-06-15T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.22054,-31.64478,152.82822
13465308,2020-06-15T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.622,-31.64478,152.82822
13465309,2020-06-15T04:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.964425308713,-31.64478,152.82822
13465310,2020-06-15T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.612849316,-31.64478,152.82822
13465311,2020-06-15T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.4653,-31.64478,152.82822
13465312,2020-06-15T04:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.081072770136,-31.64478,152.82822
13465313,2020-06-15T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.59143528,-31.64478,152.82822
13465314,2020-06-15T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.188,-31.64478,152.82822
13465315,2020-06-15T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.567981812,-31.64478,152.82822
13465316,2020-06-15T04:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.162052833794,-31.64478,152.82822
13465317,2020-06-15T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.8928,-31.64478,152.82822
13465318,2020-06-15T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.544528344,-31.64478,152.82822
13465319,2020-06-15T04:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.206159841171,-31.64478,152.82822
13465320,2020-06-15T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.906,-31.64478,152.82822
13465321,2020-06-15T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.523114308,-31.64478,152.82822
13465322,2020-06-15T04:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.319290798589,-31.64478,152.82822
13465323,2020-06-15T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1306,-31.64478,152.82822
13465324,2020-06-15T04:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.119653842648,-31.64478,152.82822
13465606,2020-06-15T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,20.11,-31.64478,152.82822
13465607,2020-06-15T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.7760038760000001,-31.64478,152.82822
13465608,2020-06-15T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.33931,-31.64478,152.82822
13465609,2020-06-15T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.761,-31.64478,152.82822
13465610,2020-06-15T05:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.387410504743006,-31.64478,152.82822
13465879,2020-06-15T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.8255,-31.64478,152.82822
13465880,2020-06-15T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.8861332040000001,-31.64478,152.82822
13465881,2020-06-15T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.28363,-31.64478,152.82822
13465882,2020-06-15T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.147785874688,-31.64478,152.82822
13465883,2020-06-15T06:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.843305132,-31.64478,152.82822
13465884,2020-06-15T06:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.273676718067,-31.64478,152.82822
13465885,2020-06-15T06:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.869,-31.64478,152.82822
13465886,2020-06-15T06:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.80047706,-31.64478,152.82822
13465887,2020-06-15T06:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.9069,-31.64478,152.82822
13465888,2020-06-15T06:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,20.073,-31.64478,152.82822
13466094,2020-06-15T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.904488092,-31.64478,152.82822
13466095,2020-06-15T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.991854039952,-31.64478,152.82822
13466096,2020-06-15T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2807,-31.64478,152.82822
13466097,2020-06-15T07:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.908566956,-31.64478,152.82822
13466098,2020-06-15T07:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.1685,-31.64478,152.82822
13466099,2020-06-15T07:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.91264582,-31.64478,152.82822
13466100,2020-06-15T07:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.937800349818,-31.64478,152.82822
13466101,2020-06-15T07:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0987,-31.64478,152.82822
13466102,2020-06-15T07:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.911626104,-31.64478,152.82822
13466103,2020-06-15T07:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.835218904415,-31.64478,152.82822
13466104,2020-06-15T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.21496,-31.64478,152.82822
13466105,2020-06-15T07:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.0008,-31.64478,152.82822
13466106,2020-06-15T07:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.906527524,-31.64478,152.82822
13466107,2020-06-15T07:20:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.95829654459,-31.64478,152.82822
13466108,2020-06-15T07:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.5612,-31.64478,152.82822
13466109,2020-06-15T07:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.896330364,-31.64478,152.82822
13466110,2020-06-15T07:10:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.239918279619,-31.64478,152.82822
13466111,2020-06-15T07:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.69,-31.64478,152.82822
13466112,2020-06-15T07:00:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,31.358776114988,-31.64478,152.82822
13466113,2020-06-15T07:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.887,-31.64478,152.82822
13466337,2020-06-15T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.3141,-31.64478,152.82822
13466338,2020-06-15T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.840245984,-31.64478,152.82822
13466339,2020-06-15T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.20833,-31.64478,152.82822
13466340,2020-06-15T08:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.2693,-31.64478,152.82822
13466341,2020-06-15T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/3,pressure,decibars,0.824,-31.64478,152.82822
13466342,2020-06-15T08:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.912782935611002,-31.64478,152.82822
13466343,2020-06-15T08:40:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/4,salinity,parts per thousand,30.951665422752,-31.64478,152.82822
13466344,2020-06-15T08:30:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.8667586,-31.64478,152.82822
13466623,2020-06-15T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/1,temperature,degrees Celsius,19.6976,-31.64478,152.82822
13466624,2020-06-15T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/10,water depth,meters,0.752550408,-31.64478,152.82822
13466625,2020-06-15T09:50:00Z,NSW_CH_01,Camden Haven,/feeds/20/datastreams/2,conductivity,Siemens per meter,4.31818,-31.64478,152.82822
